	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz2_b2104	TEST	9	20	166	69	16	-1	-1	16	16	-1	16	reka
reiz2_b2105	TEST	9	35	168	70	16	-1	-1	16	16	-1	16	reka
reiz2_b2106	TEST	9	58	172	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2107	TEST	9	45	167	70	16	-1	-1	16	16	-1	16	reka
reiz2_b2108	TEST	9	42	183	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2109	TEST	9	58	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2110	TEST	9	53	179	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2111	TEST	9	52	179	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2112	TEST	14	4	172	56	9	39	175	16	16	-1	16	reka
reiz2_b2113	TEST	9	54	187	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2114	TEST	14	1	172	53	9	38	173	16	16	-1	16	reka
reiz2_b2115	TEST	9	34	173	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2116	TEST	9	37	185	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2117	TEST	9	36	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2118	TEST	14	1	170	63	9	39	172	16	16	-1	16	reka
reiz2_b2119	TEST	9	42	186	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2120	TEST	14	3	171	54	9	33	173	16	16	-1	16	reka
reiz2_b2121	TEST	14	1	186	70	9	17	190	16	16	-1	16	reka
reiz2_b2122	TEST	9	48	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2123	TEST	9	39	180	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2124	TEST	9	46	181	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2125	TEST	9	44	178	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2126	TEST	9	37	179	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2127	TEST	14	1	172	52	9	43	174	16	16	-1	16	reka
reiz2_b2128	TEST	9	52	191	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2129	TEST	9	55	187	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2130	TEST	9	54	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2131	TEST	9	48	187	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2132	TEST	9	40	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2133	TEST	9	65	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2134	TEST	14	2	172	54	9	31	176	16	16	-1	16	reka
reiz2_b2135	TEST	9	49	180	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2136	TEST	9	47	191	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2137	TEST	9	56	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2138	TEST	9	45	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2139	TEST	14	1	172	52	9	53	174	16	16	-1	16	reka
reiz2_b2140	TEST	9	53	183	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2141	TEST	9	48	186	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2142	TEST	14	1	185	68	9	22	188	16	16	-1	16	reka
reiz2_b2143	TEST	9	39	182	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2144	TEST	9	57	186	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2145	TEST	9	45	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2146	TEST	9	43	180	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2147	TEST	9	47	181	58	16	-1	-1	16	16	-1	16	reka
reiz2_b2148	TEST	9	44	180	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2149	TEST	9	60	178	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2150	TEST	9	55	191	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2151	TEST	9	52	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2152	TEST	9	60	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2153	TEST	14	7	174	55	9	45	175	16	16	-1	16	reka
reiz2_b2154	TEST	9	48	187	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2155	TEST	9	74	178	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2156	TEST	9	49	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2157	TEST	9	26	187	65	16	-1	-1	16	16	-1	16	reka
reiz2_b2158	TEST	9	55	180	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2159	TEST	9	2	182	58	16	-1	-1	16	16	-1	16	reka
reiz2_b2160	TEST	14	3	172	54	9	51	174	16	16	-1	16	reka
reiz2_b2161	TEST	9	60	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2162	TEST	14	4	172	57	9	42	175	16	16	-1	16	reka
reiz2_b2163	TEST	9	51	179	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2164	TEST	9	48	173	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2165	TEST	14	3	174	55	9	34	175	16	16	-1	16	reka
reiz2_b2166	TEST	9	46	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2167	TEST	9	20	174	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2168	TEST	9	49	181	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2169	TEST	14	2	188	69	9	9	193	16	16	-1	16	reka
reiz2_b2170	TEST	9	29	179	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2171	TEST	14	4	172	53	9	53	174	16	16	-1	16	reka
reiz2_b2172	TEST	9	16	182	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2173	TEST	9	52	172	66	16	-1	-1	16	16	-1	16	reka
reiz2_b2174	TEST	9	40	188	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2175	TEST	14	2	171	53	9	49	172	16	16	-1	16	reka
reiz2_b2176	TEST	9	24	173	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2177	TEST	9	36	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2178	TEST	9	42	188	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2179	TEST	9	21	168	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2180	TEST	9	24	167	69	16	-1	-1	16	16	-1	16	reka
reiz2_b2181	TEST	9	28	181	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2182	TEST	9	11	166	71	16	-1	-1	16	16	-1	16	reka
reiz2_b2183	TEST	9	45	181	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2184	TEST	14	1	169	60	9	41	170	16	16	-1	16	reka
reiz2_b2185	TEST	9	29	172	67	16	-1	-1	16	16	-1	16	reka
reiz2_l12210	TEST	1	9	152	41	16	-1	-1	16	16	-1	16	l1
reiz2_l12211	TEST	1	7	150	39	16	-1	-1	16	16	-1	16	l1
reiz2_l12212	TEST	1	5	144	41	16	-1	-1	16	16	-1	16	l1
reiz2_l12213	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	l1
reiz2_l12214	TEST	1	3	153	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12215	TEST	1	7	156	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12216	TEST	1	5	157	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12217	TEST	1	2	144	57	16	-1	-1	16	16	-1	16	l1
reiz2_l12218	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	l1
reiz2_l12219	TEST	3	2	22	37	1	37	176	16	16	-1	16	l1
reiz2_l12220	TEST	4	4	-16	32	1	2	143	16	16	-1	16	l1
reiz2_l12221	TEST	3	1	13	37	1	39	164	16	16	-1	16	l1
reiz2_l12222	TEST	1	30	160	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12223	TEST	1	7	152	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12224	TEST	1	1	146	58	16	-1	-1	16	16	-1	16	l1
reiz2_l12225	TEST	1	34	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12226	TEST	1	5	146	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12227	TEST	1	25	165	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12228	TEST	1	44	164	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12229	TEST	1	13	162	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12230	TEST	1	24	179	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12231	TEST	1	19	146	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12232	TEST	1	27	158	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12233	TEST	1	11	146	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12234	TEST	1	22	152	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12235	TEST	1	9	176	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12236	TEST	1	7	182	54	16	-1	-1	16	16	-1	16	l1
reiz2_l12237	TEST	1	40	176	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12238	TEST	1	21	185	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12239	TEST	1	41	176	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12240	TEST	1	34	171	41	16	-1	-1	16	16	-1	16	l1
reiz2_l12241	TEST	1	14	176	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12242	TEST	1	55	162	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12243	TEST	1	30	169	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12244	TEST	1	32	170	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12245	TEST	1	52	178	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12246	TEST	1	32	160	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12247	TEST	1	11	153	56	16	-1	-1	16	16	-1	16	l1
reiz2_l12248	TEST	1	38	159	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12249	TEST	1	23	183	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12250	TEST	1	41	160	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12251	TEST	1	51	159	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12252	TEST	1	41	164	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12253	TEST	1	9	154	57	16	-1	-1	16	16	-1	16	l1
reiz2_l12254	TEST	1	27	180	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12255	TEST	1	21	186	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12256	TEST	1	36	150	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12257	TEST	1	62	162	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12258	TEST	1	57	173	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12259	TEST	1	60	155	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12260	TEST	1	49	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12261	TEST	1	23	174	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12262	TEST	1	18	147	53	16	-1	-1	16	16	-1	16	l1
reiz2_l12263	TEST	1	51	155	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12264	TEST	1	38	152	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12265	TEST	1	35	176	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12266	TEST	1	41	155	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12267	TEST	1	40	173	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12268	TEST	1	54	161	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12269	TEST	1	51	176	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12270	TEST	1	22	172	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12271	TEST	1	54	168	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12272	TEST	1	36	170	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12273	TEST	1	20	176	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12274	TEST	1	12	143	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12275	TEST	1	31	168	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12276	TEST	1	15	155	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12277	TEST	1	58	163	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12278	TEST	1	49	163	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12279	TEST	1	58	165	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12280	TEST	1	23	155	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12281	TEST	1	47	181	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12282	TEST	1	26	148	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12283	TEST	1	65	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12284	TEST	1	33	159	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12285	TEST	1	26	180	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12286	TEST	1	8	145	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12287	TEST	1	56	163	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12288	TEST	1	28	175	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12289	TEST	1	52	157	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12290	TEST	1	10	184	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12291	TEST	1	27	188	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12292	TEST	1	36	187	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12293	TEST	1	38	174	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12294	TEST	1	60	157	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12295	TEST	1	46	175	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12296	TEST	1	45	148	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12297	TEST	1	59	164	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12298	TEST	1	49	160	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12299	TEST	1	39	147	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12300	TEST	1	24	144	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12301	TEST	1	43	160	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12302	TEST	1	40	154	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12303	TEST	1	45	163	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12304	TEST	1	49	157	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12305	TEST	1	33	172	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12306	TEST	1	52	162	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12307	TEST	1	38	151	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12308	TEST	2	10	135	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12309	TEST	2	20	133	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12310	TEST	1	8	145	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12412	TEST	1	26	145	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12413	TEST	1	5	135	57	16	-1	-1	16	16	-1	16	l1
reiz2_l12414	TEST	1	15	152	55	16	-1	-1	16	16	-1	16	l1
reiz2_l12415	TEST	1	32	164	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12416	TEST	1	19	158	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12417	TEST	1	40	150	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12418	TEST	1	4	132	55	16	-1	-1	16	16	-1	16	l1
reiz2_l12419	TEST	2	2	129	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12420	TEST	2	8	122	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12421	TEST	2	13	130	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12422	TEST	2	8	125	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12423	TEST	1	5	133	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12424	TEST	1	6	137	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12425	TEST	1	36	155	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12426	TEST	1	1	127	55	16	-1	-1	16	16	-1	16	l1
reiz2_l12427	TEST	2	9	118	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12428	TEST	2	19	117	42	16	-1	-1	16	16	-1	16	l1
reiz2_l12429	TEST	1	8	150	42	16	-1	-1	16	16	-1	16	l1
reiz2_l12430	TEST	1	13	150	41	16	-1	-1	16	16	-1	16	l1
reiz2_l12431	TEST	1	23	152	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12432	TEST	1	14	138	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12433	TEST	2	5	127	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12434	TEST	1	6	137	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12435	TEST	1	38	155	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12436	TEST	1	45	161	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12437	TEST	1	42	148	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12438	TEST	1	14	146	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12439	TEST	1	42	146	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12440	TEST	1	62	159	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12441	TEST	1	35	142	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12442	TEST	1	26	137	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12443	TEST	1	55	152	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12444	TEST	1	51	147	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12445	TEST	1	33	165	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12446	TEST	1	42	174	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12447	TEST	1	14	135	53	16	-1	-1	16	16	-1	16	l1
reiz2_l12448	TEST	1	55	149	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12449	TEST	1	65	155	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12450	TEST	1	31	176	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12451	TEST	1	44	175	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12452	TEST	1	22	147	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12453	TEST	1	54	171	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12454	TEST	1	38	179	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12455	TEST	1	41	158	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12456	TEST	1	51	175	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12457	TEST	1	27	161	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12458	TEST	1	66	167	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12459	TEST	1	11	165	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12460	TEST	1	69	150	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12461	TEST	1	62	162	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12462	TEST	1	34	180	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12463	TEST	1	62	156	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12464	TEST	1	62	158	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12465	TEST	1	60	153	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12466	TEST	1	43	179	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12467	TEST	1	59	173	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12468	TEST	1	51	174	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12469	TEST	1	72	159	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12470	TEST	1	20	151	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12471	TEST	1	76	153	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12472	TEST	1	74	165	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12473	TEST	1	65	168	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12474	TEST	1	17	151	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12475	TEST	1	19	187	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12476	TEST	1	54	163	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12477	TEST	1	55	148	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12478	TEST	1	30	151	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12479	TEST	1	59	169	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12480	TEST	1	18	190	53	16	-1	-1	16	16	-1	16	l1
reiz2_l12481	TEST	1	55	151	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12482	TEST	1	64	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12483	TEST	1	66	158	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12484	TEST	1	80	161	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12485	TEST	1	21	150	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12486	TEST	1	77	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12487	TEST	1	61	160	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12488	TEST	1	50	173	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12489	TEST	1	61	172	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12490	TEST	1	65	147	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12491	TEST	1	36	158	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12492	TEST	1	55	149	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12493	TEST	1	63	169	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12494	TEST	1	66	167	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12495	TEST	1	56	157	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12496	TEST	1	72	156	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12497	TEST	1	71	164	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12498	TEST	1	42	174	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12499	TEST	1	66	159	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12500	TEST	1	56	145	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12501	TEST	1	15	188	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12502	TEST	1	52	149	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12503	TEST	1	73	158	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12504	TEST	1	21	188	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12505	TEST	1	26	158	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12506	TEST	1	12	148	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12507	TEST	1	19	188	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12508	TEST	1	64	149	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12509	TEST	1	56	146	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12510	TEST	1	28	185	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12511	TEST	1	17	175	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12512	TEST	1	61	151	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12513	TEST	1	58	146	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12514	TEST	1	57	152	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12515	TEST	1	67	159	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12516	TEST	1	51	150	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12517	TEST	1	54	150	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12518	TEST	1	68	160	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12519	TEST	1	50	174	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12520	TEST	1	56	172	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12521	TEST	1	71	163	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12522	TEST	1	63	158	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12523	TEST	1	45	165	49	16	-1	-1	16	16	-1	16	l1
reiz2_l12524	TEST	1	52	170	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12525	TEST	1	53	167	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12526	TEST	1	38	161	50	16	-1	-1	16	16	-1	16	l1
reiz2_l12527	TEST	1	21	140	55	16	-1	-1	16	16	-1	16	l1
reiz2_l12528	TEST	1	23	169	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12529	TEST	1	18	137	53	16	-1	-1	16	16	-1	16	l1
reiz2_l12530	TEST	1	12	142	54	16	-1	-1	16	16	-1	16	l1
reiz2_l12531	TEST	1	8	134	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12532	TEST	1	33	153	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12533	TEST	1	26	161	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12534	TEST	1	37	152	44	16	-1	-1	16	16	-1	16	l1
reiz2_l12535	TEST	1	7	136	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12536	TEST	1	24	145	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12537	TEST	1	12	135	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12538	TEST	2	1	120	39	16	-1	-1	16	16	-1	16	l1
reiz2_l12539	TEST	2	2	122	39	16	-1	-1	16	16	-1	16	l1
reiz2_l12540	TEST	1	21	148	40	16	-1	-1	16	16	-1	16	l1
reiz2_l12541	TEST	2	2	138	39	1	1	138	16	16	-1	16	l1
reiz2_l12542	TEST	1	17	151	39	16	-1	-1	16	16	-1	16	l1
reiz2_l12543	TEST	1	33	152	43	16	-1	-1	16	16	-1	16	l1
reiz2_l12544	TEST	2	1	131	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12545	TEST	1	30	143	45	16	-1	-1	16	16	-1	16	l1
reiz2_l12546	TEST	1	33	160	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12547	TEST	1	14	143	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12548	TEST	1	20	155	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12549	TEST	2	6	127	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12550	TEST	1	8	134	57	16	-1	-1	16	16	-1	16	l1
reiz2_l12551	TEST	1	42	167	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12552	TEST	1	49	160	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12553	TEST	1	43	165	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12554	TEST	1	13	132	53	16	-1	-1	16	16	-1	16	l1
reiz2_l12555	TEST	1	55	153	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12556	TEST	1	49	148	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12557	TEST	1	27	171	46	16	-1	-1	16	16	-1	16	l1
reiz2_l12558	TEST	1	35	141	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12559	TEST	1	44	143	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12560	TEST	1	65	159	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12561	TEST	1	50	174	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12562	TEST	1	59	160	48	16	-1	-1	16	16	-1	16	l1
reiz2_l12563	TEST	1	38	142	52	16	-1	-1	16	16	-1	16	l1
reiz2_l12564	TEST	1	50	173	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12565	TEST	1	54	173	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12566	TEST	1	54	172	47	16	-1	-1	16	16	-1	16	l1
reiz2_l12567	TEST	1	48	144	51	16	-1	-1	16	16	-1	16	l1
reiz2_l12568	TEST	1	16	182	53	16	-1	-1	16	16	-1	16	l1
